Control,Input,SWNOutput,SWNDrain,SWPOutput,SWPDrain
37,17,24.680128000000003,5.570088000000001,1.5290200000000003,5.570088000000001
37,18,25.468532000000003,5.652312000000001,1.6491600000000006,5.652312000000001
37,19,26.256936000000003,5.734536,1.7693000000000003,5.734536
37,20,27.045340000000003,5.81676,1.8894400000000002,5.81676
37,21,27.796172000000002,5.874876000000001,2.1452800000000005,5.874876000000001
37,22,28.54700400000001,5.932992000000001,2.4011200000000006,5.932992000000001
37,23,29.297836000000007,5.991108000000001,2.6569600000000007,5.991108000000001
37,24,30.048668000000006,6.049224000000001,2.9128000000000007,6.049224000000001
37,25,30.799500000000005,6.107340000000001,3.168640000000001,6.107340000000001
37,26,31.550352000000007,6.165444000000001,3.424472000000001,6.165444000000001
37,27,32.301204000000006,6.223548000000001,3.680304000000001,6.223548000000001
37,28,33.05205600000001,6.281652000000001,3.9361360000000007,6.281652000000001
37,29,33.802908,6.339756000000001,4.191968,6.339756000000001
37,30,34.55376,6.3978600000000005,4.447800000000001,6.3978600000000005
37,31,35.297112000000006,6.4471240000000005,4.870940000000001,6.4471240000000005
37,32,36.04046400000001,6.496388000000001,5.294080000000001,6.496388000000001
37,33,36.78381600000001,6.545652000000001,5.717220000000001,6.545652000000001
37,34,37.527168,6.594916000000001,6.140360000000001,6.594916000000001
37,35,38.270520000000005,6.64418,6.563500000000001,6.64418
37,36,39.01388400000001,6.693444000000001,6.986648000000001,6.693444000000001
37,37,39.757248000000004,6.742708000000002,7.409796,6.742708000000002
37,38,40.500612000000004,6.791972000000001,7.832944000000001,6.791972000000001
37,39,41.243976,6.841236000000002,8.256092,6.841236000000002
37,40,41.98734,6.890500000000001,8.67924,6.890500000000001
37,41,42.73234400000001,6.938228000000001,8.938120000000001,6.938228000000001
37,42,43.477348000000006,6.985956000000002,9.197000000000001,6.985956000000002
37,43,44.222352000000015,7.033684000000002,9.45588,7.033684000000002
37,44,44.96735600000001,7.081412000000001,9.714760000000002,7.081412000000001
37,45,45.712360000000004,7.1291400000000005,9.973640000000001,7.1291400000000005
37,46,46.457376000000004,7.1768800000000015,10.232532000000003,7.1768800000000015
37,47,47.20239200000001,7.224620000000001,10.491424000000002,7.224620000000001
37,48,47.94740800000001,7.272360000000002,10.750316000000002,7.272360000000002
37,49,48.692424,7.3201,11.009208000000001,7.3201
37,50,49.43744000000001,7.36784,11.2681,7.36784
37,51,50.18711600000001,7.418623999999999,11.789588000000004,7.418623999999999
37,52,50.93679200000001,7.469408000000001,12.311076000000003,7.469408000000001
37,53,51.68646800000001,7.5201920000000015,12.832564000000001,7.5201920000000015
37,54,52.436144000000006,7.570976000000002,13.354052000000003,7.570976000000002
37,55,53.18582000000001,7.621760000000001,13.87554,7.621760000000001
37,56,53.93549600000001,7.672556000000002,14.397020000000001,7.672556000000002
37,57,54.68517200000001,7.723352000000001,14.918500000000003,7.723352000000001
37,58,55.43484800000001,7.774148000000002,15.439980000000002,7.774148000000002
37,59,56.184524,7.824944,15.961460000000002,7.824944
37,60,56.934200000000004,7.87574,16.482940000000003,7.87574
37,61,57.73682000000001,7.893440000000001,17.310432000000002,7.893440000000001
37,62,58.53944000000001,7.911140000000002,18.137924000000005,7.911140000000002
37,63,59.34206000000001,7.928840000000002,18.965416000000005,7.928840000000002
37,64,60.14468000000001,7.946540000000002,19.792908000000004,7.946540000000002
37,65,60.947300000000006,7.96424,20.620400000000004,7.96424
37,66,61.74990800000001,7.981948000000001,21.447900000000004,7.981948000000001
37,67,62.55251600000001,7.999656000000002,22.275400000000005,7.999656000000002
37,68,63.35512400000002,8.017364000000002,23.102900000000005,8.017364000000002
37,69,64.15773200000001,8.035072000000001,23.930400000000006,8.035072000000001
37,70,64.96034,8.05278,24.757900000000003,8.05278
37,71,65.73554400000002,8.11048,25.545696000000003,8.11048
37,72,66.510748,8.168180000000003,26.333492000000007,8.168180000000003
37,73,67.28595200000001,8.225880000000002,27.121288000000007,8.225880000000002
37,74,68.06115600000001,8.28358,27.909084000000004,8.28358
37,75,68.83636000000001,8.341280000000001,28.696880000000004,8.341280000000001
37,76,69.61155600000001,8.398968000000002,29.484676000000004,8.398968000000002
37,77,70.386752,8.456656000000002,30.272472000000004,8.456656000000002
37,78,71.16194800000002,8.514344000000001,31.060268,8.514344000000001
37,79,71.93714400000002,8.572032000000002,31.848064,8.572032000000002
37,80,72.71234000000001,8.629720000000002,32.63586,8.629720000000002
38,0,7.27384,2.7524000000000006,0.11648000000000001,2.7524000000000006
38,1,8.506504,2.9820120000000006,0.17314800000000005,2.9820120000000006
38,2,9.739168000000001,3.211624000000001,0.22981600000000005,3.211624000000001
38,3,10.971832000000003,3.441236000000001,0.28648400000000007,3.441236000000001
38,4,12.204496,3.6708480000000003,0.34315200000000007,3.6708480000000003
38,5,13.43716,3.9004600000000003,0.39982000000000006,3.9004600000000003
38,6,14.669828,4.130076000000001,0.45646800000000004,4.130076000000001
38,7,15.902496000000003,4.359692000000001,0.5131160000000001,4.359692000000001
38,8,17.135164000000003,4.589308000000001,0.5697640000000002,4.589308000000001
38,9,18.367832000000003,4.818924000000001,0.6264120000000001,4.818924000000001
38,10,19.600500000000004,5.048540000000001,0.68306,5.048540000000001
38,11,20.401296000000002,5.130284000000001,0.8020200000000002,5.130284000000001
38,12,21.202092000000004,5.212028000000002,0.9209800000000001,5.212028000000002
38,13,22.002888000000006,5.293772000000001,1.03994,5.293772000000001
38,14,22.803684000000004,5.375516000000001,1.1589,5.375516000000001
38,15,23.604480000000002,5.45726,1.27786,5.45726
38,16,24.405276000000004,5.538996000000001,1.3968200000000004,5.538996000000001
38,17,25.206072000000006,5.620732000000001,1.5157800000000001,5.620732000000001
38,18,26.006868000000004,5.702468000000001,1.6347400000000003,5.702468000000001
38,19,26.807664000000006,5.784204000000001,1.7537000000000003,5.784204000000001
38,20,27.608460000000004,5.86594,1.8726600000000002,5.86594
38,21,28.37012800000001,5.923924000000001,2.1250200000000006,5.923924000000001
38,22,29.13179600000001,5.981908000000002,2.3773800000000005,5.981908000000002
38,23,29.89346400000001,6.039892000000002,2.629740000000001,6.039892000000002
38,24,30.655132000000005,6.097876000000001,2.8821000000000003,6.097876000000001
38,25,31.416800000000006,6.1558600000000006,3.1344600000000007,6.1558600000000006
38,26,32.17848800000001,6.2138360000000015,3.3868080000000007,6.2138360000000015
38,27,32.94017600000001,6.271812000000001,3.6391560000000016,6.271812000000001
38,28,33.70186400000001,6.3297880000000015,3.891504000000001,6.3297880000000015
38,29,34.46355200000001,6.387764000000001,4.143852000000001,6.387764000000001
38,30,35.22524,6.445740000000001,4.3962,6.445740000000001
38,31,35.978528000000004,6.4952760000000005,4.812940000000001,6.4952760000000005
38,32,36.73181600000001,6.544812,5.229680000000001,6.544812
38,33,37.48510400000001,6.594348000000001,5.646420000000001,6.594348000000001
38,34,38.238392000000005,6.643884000000001,6.063160000000002,6.643884000000001
38,35,38.99168,6.693420000000001,6.479900000000001,6.693420000000001
38,36,39.744976,6.742956000000001,6.896652000000001,6.742956000000001
38,37,40.49827200000001,6.792492000000001,7.313404000000002,6.792492000000001
